CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
40.180.943/0001-68;2024-12-31;1;138852;REFINARIA DE MANAUS S.A.;3;0;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
40.263.170/0001-83;2024-12-31;2;139542;SOLVI ESSENCIS AMBIENTAL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
40.337.136/0001-06;2024-12-31;4;142077;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;4557;24;73;52520370;54.580000;0;0.000000;52520370;54.580000;2024-04-26
40.480.481/0001-02;2024-12-31;1;138820;RIO ALTO STL HOLDING I S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-31
40.593.395/0001-06;2024-12-31;2;139167;IFIN PARTICIPAÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-31
40.997.635/0001-20;2024-12-31;1;137892;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;1;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-19
41.052.420/0001-07;2024-12-31;1;138750;SOLAR BEBIDAS S.A.;15;5;0;213600847;17.948000;427201688;37.443000;640802535;27.490000;2022-04-28
41.096.674/0001-19;2024-12-31;3;138944;CANTU STORE S.A.;1;0;1;0;0.000000;49483963;100.000000;49483963;23.968000;2024-04-30
41.335.131/0001-07;2024-12-31;1;137633;MOTTU I S.A;0;1;0;13626598;100.000000;0;0.000000;13626598;100.000000;2023-12-05
41.508.382/0001-46;2024-12-31;1;138847;RODOVIAS DO BRASIL HOLDING S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-07-22
41.570.356/0001-48;2024-12-31;6;142067;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;6;1;1;32831446;100.000000;0;0.000000;32831446;100.000000;2024-03-22
41.886.692/0001-02;2024-12-31;3;139416;CONCESSIONARIA ROTA DE SANTA MARIA S.A;0;2;0;300000000;100.000000;0;0.000000;300000000;100.000000;2023-05-14
42.150.391/0001-70;2024-12-31;3;141456;BRASKEM S.A.;63709;3415;198;12906179;2.857000;265867190;76.943000;278773369;34.969000;2024-04-29
42.233.757/0001-75;2024-12-31;1;138530;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
42.278.291/0001-24;2024-12-31;5;141857;LOG-IN LOGISTICA INTERMODAL S.A.;5005;38;67;26243392;24.456000;0;0.000000;26243392;24.456000;2024-04-18
42.278.473/0001-03;2024-12-31;2;139201;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;79663;372;84;75354432;47.124000;0;0.000000;75354432;47.124000;2024-04-29
42.292.007/0001-74;2024-12-31;2;140888;RIO+ SANEAMENTO BL 3 S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
42.310.775/0001-03;2024-12-31;7;140743;ÁGUAS DO RIO 1 SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-23
42.331.462/0001-31;2024-12-31;2;138877;EMBPAR PARTICIPAÇÕES S/A;1052;14;0;1919693;12.918000;0;0.000000;1919693;12.918000;2024-04-30
42.353.180/0001-35;2024-12-31;2;141446;IGUÁ RIO DE JANEIRO S.A.;0;1;0;608830000;100.000000;0;0.000000;608830000;100.000000;2024-08-07
42.500.384/0001-51;2024-12-31;11;141618;SERENA ENERGIA S.A.;10144;81;313;417646827;67.067000;0;0.000000;417646827;67.067000;2024-04-08
42.644.220/0001-06;2024-12-31;5;140744;ÁGUAS DO RIO 4 SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-23
42.737.954/0001-21;2024-12-31;7;141666;INTER & CO, INC.;121962;493;543;321953435;73.339000;0;0.000000;321953435;73.339000;2024-04-26
42.771.949/0001-35;2024-12-31;5;139889;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;3723;20;85;8074828;6.826000;0;0.000000;8074828;6.826000;2023-12-29
43.283.811/0001-50;2024-12-31;1;137921;KALUNGA S.A;2;0;0;0;0.000000;0;0.000000;0;0.000000;2022-04-30
43.335.774/0001-86;2024-12-31;1;137845;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-18
43.470.988/0001-65;2024-12-31;4;142131;EVEN CONSTRUTORA E INCORPORADORA S.A.;17114;82;201;192468376;96.234000;0;0.000000;192468376;96.234000;2024-04-29
43.513.237/0001-89;2024-12-31;7;142084;AUTOMOB S.A.;9;1;0;131130036;14.985000;0;0.000000;131130036;14.985000;2024-04-30
43.514.079/0001-81;2024-12-31;1;138383;CLI SUL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
43.776.517/0001-80;2024-12-31;10;142147;CIA SANEAMENTO BASICO EST SAO PAULO;57019;583;2878;683508568;100.000000;1;100.000000;683508569;100.000000;2024-07-22
43.948.405/0001-69;2024-12-31;1;138278;LUPO S.A.;75;4;0;50537298;25.576000;0;0.000000;50537298;25.576000;2024-04-25
44.067.725/0001-72;2024-12-31;3;141887;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-18
44.319.688/0001-42;2024-12-31;1;138156;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
44.854.238/0001-50;2024-12-31;2;139839;PARSAN S.A.;0;6;0;50000000;100.000000;50000000;100.000000;100000000;100.000000;2024-04-17
45.242.914/0001-05;2024-12-31;3;141338;C&A MODAS S.A.;34502;450;253;101504341;32.930000;0;0.000000;101504341;32.930000;2023-04-28
45.365.558/0001-09;2024-12-31;3;141541;VITTIA S.A.;4717;19;182;53869719;34.819000;0;0.000000;53869719;34.819000;2024-04-25
45.453.214/0001-51;2024-12-31;2;139214;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;11348;71;6;90954395;73.461000;0;0.000000;90954395;73.461000;2024-04-25
45.456.117/0001-12;2024-12-31;2;139567;ÁGUAS DO SERTÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-02-13
45.736.131/0001-70;2024-12-31;5;140032;UNIDAS LOCADORA S.A.;0;0;1;0;0.000000;0;0.000000;0;0.000000;2024-04-30
45.987.245/0001-92;2024-12-31;2;139465;BAHEMA EDUCAÇÃO S.A.;1030;30;12;5846455;22.154000;0;0.000000;5846455;22.154000;2024-04-30
46.119.855/0001-37;2024-12-31;3;142041;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;1;4;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
46.573.272/0001-81;2024-12-31;1;137359;PORTO SAÚDE PARTICIPAÇÕES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-02-28
47.508.411/0001-56;2024-12-31;16;141737;CIA BRASILEIRA DE DISTRIBUICAO;52823;349;366;351963401;71.803000;0;0.000000;351963401;71.803000;2024-05-13
47.509.120/0001-82;2024-12-31;6;141835;BRADESCO LEASING S.A. ARREND MERCANTIL;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-05-10
47.586.663/0001-01;2024-12-31;2;138982;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;0;2;0;12006799;100.000000;0;0.000000;12006799;100.000000;2024-05-31
47.960.950/0001-21;2024-12-31;3;141146;MAGAZINE LUIZA S.A.;473643;1554;755;353448195;47.828000;0;0.000000;353448195;47.828000;2024-05-29
48.127.008/0001-40;2024-12-31;1;135735;CONCESSIONÁRIA RODOVIAS DO SUL DE MINAS SPE S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
48.127.012/0001-08;2024-12-31;3;141311;CONCESSIONÁRIA RODOVIAS DO TRIÂNGULO SPE S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-06-27
48.344.725/0007-19;2024-12-31;1;138067;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;26;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-22
49.263.189/0001-02;2024-12-31;1;138799;HELBOR EMPREENDIMENTOS S.A.;26303;123;34;65595478;49.006000;0;0.000000;65595478;49.006000;2024-04-30
49.314.049/0001-08;2024-12-31;2;141330;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-02-22
49.669.856/0001-43;2024-12-31;1;138690;VESTE S.A. ESTILO;8067;55;21;110073469;96.555000;0;0.000000;110073469;96.555000;2024-04-26
50.564.053/0001-03;2024-12-31;5;141843;BOMBRIL S.A.;8314;34;21;0;0.000000;71002961;57.776000;71002961;27.255000;2024-04-05
50.746.577/0001-15;2024-12-31;5;141352;COSAN S.A.;155346;1160;835;1165337843;62.432000;0;0.000000;1165337843;62.432000;2024-05-29
50.926.955/0001-42;2024-12-31;2;140852;VULCABRAS S.A.;18837;222;351;96358247;35.083000;0;0.000000;96358247;35.083000;2024-04-23
51.128.999/0001-90;2024-12-31;2;141768;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;780;7;1;3253400;24.564000;0;0.000000;3253400;24.564000;2024-04-29
51.218.147/0001-93;2024-12-31;3;142102;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-18
51.430.503/0001-38;2024-12-31;1;137352;PORTO SERVIÇO S.A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-11-01
51.466.860/0001-56;2024-03-31;10;140392;SAO MARTINHO S.A.;19005;152;687;142348116;41.097000;0;0.000000;142348116;41.097000;2023-07-28
51.742.485/0001-20;2024-12-31;1;135731;CONCESSIONÁRIA RODOVIAS DO CAFÉ SPE S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
51.928.174/0001-50;2024-12-31;3;139433;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;1072;21;0;4486336;36.106000;0;0.000000;4486336;36.106000;2024-04-30
52.017.473/0001-03;2024-12-31;1;139069;A&T ENGENHARIA E MANUTENÇÃO S.A;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-02-23
52.270.350/0001-71;2024-12-31;2;141879;REAG TRUST S.A;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-02-23
52.548.435/0001-79;2024-12-31;9;141858;JSL S.A.;5542;28;210;63199829;22.065000;0;0.000000;63199829;22.065000;2024-04-26
52.805.925/0001-03;2024-12-31;1;135568;REDEVCO PROPERTIES S.A;1;1;0;1;0.100000;0;0.000000;1;0.100000;2024-02-23
52.810.883/0001-07;2024-12-31;1;135567;REAG ASSET MANAGEMENT PART S.A.;1;1;0;1;0.100000;0;0.000000;1;0.100000;2024-02-23
52.841.191/0001-18;2024-12-31;1;139070;REVEE S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-02-23
53.113.791/0001-22;2024-12-31;5;141276;TOTVS S.A.;39157;316;1115;540206440;87.528000;0;0.000000;540206440;87.528000;2024-04-23
56.444.250/0001-75;2024-12-31;1;137919;HAUSCENTER SA;3;1;0;2327;100.000000;0;0.000000;2327;100.000000;2020-06-12
56.643.018/0001-66;2024-12-31;2;140417;EUCATEX S.A. INDUSTRIA E COMERCIO;6435;91;160;588537;1.883000;51230041;83.489000;51818578;55.948000;2024-04-26
56.720.428/0001-63;2024-12-31;2;142036;ROMI S.A.;51445;71;242;49874210;53.539000;0;0.000000;49874210;53.539000;2024-04-04
56.992.423/0001-90;2024-12-31;1;137883;BICICLETAS MONARK S.A.;603;20;1;100044;22.000000;0;0.000000;100044;22.000000;2024-04-30
58.119.199/0001-51;2024-12-31;4;141495;ODONTOPREV S.A.;42364;196;309;253822668;45.941000;0;0.000000;253822668;45.941000;2024-04-03
58.430.828/0001-60;2024-12-31;3;139654;BLAU FARMACÊUTICA S.A.;27261;84;132;29680739;16.545000;0;0.000000;29680739;16.545000;2024-04-29
59.105.999/0001-86;2024-12-31;5;141929;WHIRLPOOL S.A.;9391;54;18;1028700892;41.364000;474085114;100.000000;1502786006;50.752000;2024-04-29
59.285.411/0001-13;2024-12-31;10;141997;BCO PAN S.A.;56598;312;363;2;0.000000;306549680;50.310000;306549682;24.197000;2023-04-28
59.418.806/0001-47;2024-12-31;3;141815;TRACK & FIELD CO S.A.;3784;11;103;0;0.000000;52074551;72.333000;52074551;5.486000;2024-04-26
59.546.515/0001-34;2024-12-31;3;141272;FISIA COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-06-05
59.717.553/0001-02;2024-12-31;4;142000;GRUPO MULTI S.A.;23535;159;175;390582824;47.299000;0;0.000000;390582824;47.299000;2024-04-26
59.789.545/0001-71;2024-12-31;1;137459;POLPAR S.A.;11;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
59.981.829/0001-65;2024-12-31;1;138535;RODOBENS SA;8;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
60.398.369/0004-79;2024-12-31;5;142137;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;23102;188;20;62257319;100.000000;0;0.000000;62257319;100.000000;2024-06-21
60.444.437/0001-46;2024-12-31;4;141773;LIGHT SERVICOS DE ELETRICIDADE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
60.476.884/0001-87;2024-12-31;1;138391;MAHLE-METAL LEVE S.A.;90425;530;113;52865876;39.004000;0;0.000000;52865876;39.004000;2024-04-29
60.537.263/0001-66;2024-12-31;2;138945;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;7031;26;30;88473137;40.767000;0;0.000000;88473137;40.767000;2024-04-24
60.543.816/0001-93;2024-12-31;5;141473;IGUATEMI S.A.;56268;1653;56;221414650;28.575000;422937698;95.454000;644352348;52.905000;2024-04-18
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;23;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
60.665.981/0001-18;2024-12-31;2;139271;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;1;3;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;272;13;5;340349;6.045000;427253;55.244000;767602;11.986000;2024-04-29
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;857954;34538;1109;1484426957;27.849000;5129958973;96.575000;6614385930;62.153000;2024-05-10
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;177581;339;663;464420650;84.874000;0;0.000000;464420650;84.874000;2024-04-26
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;837;14;16;253725;41.787000;977187;98.427000;1230912;76.932000;2024-04-30
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;513029;13414;1569;402586896;8.119000;4792902422;98.907000;5195489318;52.993000;2024-04-23
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;333;10;0;71121;1.074000;0;0.000000;71121;1.074000;2017-04-27
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;135499;1316;454;161021803;22.832000;515259460;94.057000;676281263;53.970000;2024-04-25
60.933.603/0001-78;2024-12-31;1;138261;CESP - CIA ENERGETICA DE SAO PAULO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;436;2;0;448395;12.050000;0;0.000000;448395;12.050000;2024-04-15
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;1212;33;0;1547;0.075000;2833965;76.205000;2835512;49.005000;2023-04-27
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;3492;40;10;19754919;98.712000;0;0.000000;19754919;98.712000;2024-08-15
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;20123;840;196;11399458;3.358000;166460180;48.453000;177859638;26.039000;2024-04-26
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;2539;36;0;17667940;43.837000;61974046;99.508000;79641986;77.635000;2016-04-30
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;875;25;0;142170;5.276000;5388860;99.997000;5531030;68.424000;2023-04-27
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;4582;37;68;20914703;49.473000;0;0.000000;20914703;49.473000;2024-04-04
61.092.037/0001-81;2024-12-31;4;141790;ETERNIT S.A.;23449;120;102;61594064;99.705000;0;0.000000;61594064;99.705000;2024-04-09
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;37480;311;424;130223270;84.715000;0;0.000000;130223270;84.715000;2024-04-19
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;4;1;0;228;3.648000;2647;18.676000;2875;14.077000;2024-04-30
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;90387;173;85;26868119;7.209000;133086962;63.213000;159955081;27.426000;2024-04-26
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;38846;140;33;36274850;7.065000;0;0.000000;36274850;7.065000;2024-05-10
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;1;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;21333;101;98;44287407;65.780000;118734802;91.153000;163022209;82.507000;2023-12-31
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;943;22;0;516390;10.539000;2968736;60.586000;3485126;35.563000;2023-04-28
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;37221;652;373;204441277;31.401000;0;0.000000;204441277;31.401000;2024-01-18
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;5889;42;236;146008342;19.442000;0;0.000000;146008342;19.442000;2024-05-23
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;908705;3839;1454;1285577779;36.221000;5504638590;81.203000;6790216369;65.745000;2024-04-30
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;9258;1566;0;5186504;0.246000;0;0.000000;5186504;0.246000;2024-04-29
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;53700;213;1481;1279770315;74.492000;0;0.000000;1279770315;74.492000;2024-04-17
61.695.227/0001-93;2024-12-31;6;139968;ELETROPAULO METROP. ELET. SAO PAULO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;5319;95;13;163435;0.157000;975775;3.405000;1139210;0.860000;2024-04-26
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;2783;875;0;170215;2.024000;107515;79.045000;277730;3.251000;2023-04-27
62.070.362/0001-06;2024-12-31;2;141558;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;0;3;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;18897;111;42;1342847;1.217000;58920198;51.928000;60263045;26.925000;2024-10-01
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;5;0;0;0;0.000000;0;0.000000;0;0.000000;2020-03-05
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
62.307.848/0001-15;2024-12-31;10;142107;BANCO RCI BRASIL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-05-08
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;8326;160;52;45175512;12.392000;0;0.000000;45175512;12.392000;2024-05-27
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;42741;127;101;94602711;27.029000;0;0.000000;94602711;27.029000;2023-06-30
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;42741;127;101;94784379;27.081000;0;0.000000;94784379;27.081000;2023-06-30
65.654.303/0001-73;2024-12-31;6;142118;DIBENS LEASING S.A. - ARREND.MERCANTIL;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;1236;31;9;15037435;34.356000;0;0.000000;15037435;34.356000;2024-05-31
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;23665;327;8;38366082;100.000000;0;0.000000;38366082;100.000000;2024-09-27
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;79453;498;397;261359935;43.038000;0;0.000000;261359935;43.038000;2024-04-29
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-03
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;529;281;0;82479349;27.957000;0;0.000000;82479349;27.957000;2024-06-03
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;18986;575;0;121480372;98.689000;0;0.000000;121480372;98.689000;2024-04-24
71.673.990/0001-77;2024-12-31;3;139243;NATURA COSMETICOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;83666;1126;709;264710610;66.220000;0;0.000000;264710610;66.220000;2024-04-25
73.903.718/0001-61;2024-12-31;1;138410;SNB PARTICIPACOES SA;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-25
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;21831;457;721;532664283;25.256000;0;0.000000;532664283;25.256000;2024-04-16
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;0;0;1;0;0.000000;0;0.000000;0;0.000000;2024-04-30
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;396739;3355;1292;1300330190;99.993000;1682361591;99.994000;2982691781;99.993000;2024-04-22
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;527863;1033;638;201077484;39.917000;1007454257;99.998000;1208531741;79.971000;2024-04-29
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;261363;2021;119;58006108;89.997000;1558962;98.839000;59565070;90.209000;2024-06-17
76.627.504/0001-06;2024-12-31;4;139776;INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL;0;0;0;25860380;80.867000;12589440;99.701000;38449820;86.199000;2024-05-20
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-06-20
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;77;25;0;62489;4.955000;0;0.000000;62489;4.955000;2024-04-23
81.106.957/0001-19;2024-12-31;1;138112;DESCARBONIZE SOLUÇÕES S.A.;0;0;1;0;0.000000;0;0.000000;0;0.000000;2024-04-19
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;44035;139;290;72764803;51.315000;0;0.000000;72764803;51.315000;2024-04-30
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2024-04-30
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2021-06-26
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;107;18;125;61617;0.011000;50071;0.009000;111688;0.010000;2024-09-23
82.636.986/0001-55;2024-12-31;5;142070;TEKA-TECELAGEM KUEHNRICH S.A. - EM RECUPERAÇÃO JUDICIAL;910;23;0;18604;11.079000;322819;96.295000;341423;67.857000;2023-04-27
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;929;193;43;66945;2.326000;726532;21.838000;793477;12.787000;2024-04-29
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;5841;21;25;2801001;28.728000;10646970;83.506000;13447971;59.769000;2024-04-26
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;25725;146;221;114286318;34.885000;0;0.000000;114286318;34.885000;2024-04-18
82.981.929/0001-03;2024-12-31;1;138577;CIA INDUSTRIAL SCHLOSSER S.A.;741;17;8;416403;100.000000;252980;100.000000;669383;100.000000;2010-04-30
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;1495;32;0;171327;11.762000;1733876;61.865000;1905203;44.731000;2024-04-29
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;19965;217;34;54637350;38.753000;0;0.000000;54637350;38.753000;2024-04-30
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;8305;261;70;6395653;41.190000;22813463;98.998000;29209116;75.727000;2024-04-30
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;334172;1607;1201;1482105837;35.311000;0;0.000000;1482105837;35.311000;2024-04-23
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;39678;456;215;143716238;99.680000;0;0.000000;143716238;99.680000;2024-04-30
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;1927;15;0;74043;0.136000;9373697;44.263000;9447740;12.490000;2024-04-30
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;1195;19;10;12439;1.813000;989202;72.099000;1001641;48.671000;2024-04-05
84.684.455/0001-63;2024-12-31;2;142117;TIGRE S.A. PARTICIPAÇÕES;13;1;1;0;0.000000;0;0.000000;0;0.000000;2023-12-29
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;30717;91;234;28046336;18.368000;173390136;84.712000;201436472;56.366000;2024-04-30
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;0;5;0;85937255;100.000000;145449893;100.000000;231387148;100.000000;2024-04-30
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;1144;14;14;0;0.000000;1441467;57.769000;1441467;23.739000;2024-04-17
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;7;2;0;51222;1.216000;2940567;64.244000;2991789;34.037000;2024-04-25
