CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Sul;0;0;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Centro-Oeste;2044;2321;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Exterior;0;0;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Nordeste;5611;6696;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Norte;1571;1770;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Sudeste;29099;25896;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Sul;5309;5275;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Centro-Oeste;383;101;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Exterior;0;0;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Nordeste;1268;378;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Norte;377;157;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Sudeste;15053;3853;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Sul;691;139;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;0;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Sudeste;9;93;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0;0;0
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Centro-Oeste;49;86;0;0;2971
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Exterior;0;1;0;0;10
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Nordeste;97;122;1;0;4313
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Norte;19;22;0;0;1216
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Sudeste;4265;4240;61;0;66259
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Sul;176;193;0;0;5788
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Centro-Oeste;0;0;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Exterior;0;0;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Nordeste;0;0;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Norte;0;0;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Sudeste;1;1;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Sul;0;0;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Centro-Oeste;0;0;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Exterior;0;0;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Nordeste;8;111;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Norte;0;0;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Sudeste;1358;12271;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Sul;21;159;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Centro-Oeste;0;0;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Exterior;0;0;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Nordeste;0;0;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Norte;0;0;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Sudeste;48;85;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Sul;0;0;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Centro-Oeste;0;0;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Exterior;0;0;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Nordeste;0;0;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Norte;2;16;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Sudeste;232;1538;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Sul;3;54;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;1;1;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;3;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;1;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;43;41;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;1;5;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Centro-Oeste;0;0;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Exterior;163;70;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Nordeste;1750;6485;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Norte;0;0;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Sudeste;1463;2044;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Sul;0;0;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Centro-Oeste;0;2;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Exterior;0;0;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Nordeste;0;0;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Norte;0;0;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Sudeste;0;0;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Sul;0;0;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Centro-Oeste;5;1;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Exterior;0;0;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Nordeste;9;3;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Norte;4;0;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Sudeste;374;356;0;5;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Sul;15;1;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Centro-Oeste;0;0;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Exterior;0;0;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Nordeste;1163;1815;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Norte;0;0;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Sudeste;45;88;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Sul;0;0;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Centro-Oeste;0;0;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Exterior;0;0;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Nordeste;0;0;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Norte;0;0;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Sudeste;833;6780;12;12;684
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Sul;0;0;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Centro-Oeste;0;0;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Exterior;1;0;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Nordeste;3;11;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Norte;0;1;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Sudeste;4;33;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Sul;0;0;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Centro-Oeste;13;5;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Exterior;0;0;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Nordeste;32;30;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Norte;15;6;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Sudeste;506;652;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Sul;20;3;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Centro-Oeste;308;92;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Exterior;0;0;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Nordeste;716;183;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Norte;380;122;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Sudeste;2369;808;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Sul;502;151;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Centro-Oeste;66;183;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Exterior;0;0;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Nordeste;144;535;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Norte;37;119;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Sudeste;2179;2765;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Sul;126;408;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Centro-Oeste;0;0;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Exterior;0;0;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Nordeste;0;2;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Norte;0;0;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Sudeste;30;50;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Sul;0;0;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Centro-Oeste;0;1;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Exterior;0;0;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Nordeste;0;2;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Norte;0;0;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Sudeste;105;286;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Sul;0;0;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Centro-Oeste;22;99;0;0;4
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Exterior;0;0;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Nordeste;0;0;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Norte;0;0;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Sudeste;875;3815;0;0;717
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Sul;4;8;0;0;3
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Centro-Oeste;3524;938;0;0;0
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Exterior;0;1;0;0;0
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Nordeste;6065;2106;0;0;0
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Norte;655;187;0;0;0
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Sudeste;24891;7519;0;0;0
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Sul;2841;457;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Centro-Oeste;0;0;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Exterior;0;0;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Nordeste;0;0;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Norte;0;0;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Sudeste;51;34;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Sul;0;0;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;2
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Sudeste;0;0;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Centro-Oeste;2063;1080;28;31;2510
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Exterior;0;0;0;0;0
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Nordeste;3146;2109;14;37;3037
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Norte;765;490;9;4;702
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Sudeste;13916;7794;118;149;13227
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Sul;2501;1248;35;32;2171
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Centro-Oeste;0;0;0;0;0
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Exterior;0;0;0;0;0
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Nordeste;0;0;0;0;0
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Norte;0;0;0;0;0
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Sudeste;386;693;0;0;4
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Sul;0;0;0;0;0
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Centro-Oeste;1;1;0;0;0
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Exterior;1;0;0;0;0
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Nordeste;5;5;0;0;0
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Norte;0;1;0;0;0
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Sudeste;60;80;0;0;0
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Sul;2;2;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Centro-Oeste;0;0;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Exterior;0;0;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Nordeste;0;0;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Norte;0;0;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Sudeste;150;171;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Sul;0;3;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Centro-Oeste;57;42;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Exterior;0;0;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Nordeste;97;56;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Norte;25;15;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Sudeste;1499;1569;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Sul;97;87;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Centro-Oeste;26;227;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Exterior;0;0;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Nordeste;18;218;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Norte;0;0;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Sudeste;269;754;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Sul;39;152;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Centro-Oeste;349;264;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Exterior;0;0;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Nordeste;415;317;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Norte;0;0;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Sudeste;2811;2096;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Sul;840;650;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Centro-Oeste;278;417;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Exterior;0;0;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Nordeste;101;357;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Norte;8;57;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Sudeste;539;1432;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Sul;967;1701;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Centro-Oeste;278;417;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Exterior;0;0;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Nordeste;101;357;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Norte;8;57;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Sudeste;539;1432;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Sul;967;1701;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Centro-Oeste;35;90;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Exterior;0;0;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Nordeste;12;14;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Norte;0;0;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Sudeste;155;169;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Sul;38;75;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Centro-Oeste;1;4;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Exterior;0;0;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Nordeste;1;0;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Norte;0;0;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Sudeste;38;37;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Sul;0;0;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Centro-Oeste;1522;2766;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Exterior;1997;9014;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Nordeste;14;35;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Norte;933;1934;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Sudeste;2054;3614;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Sul;0;0;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Centro-Oeste;0;0;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Exterior;0;0;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Nordeste;0;1;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Norte;0;1;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Sudeste;42;172;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Sul;1;2;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Centro-Oeste;22;118;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Exterior;0;0;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Nordeste;31;182;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Norte;0;0;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Sudeste;1024;2472;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Sul;54;326;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Centro-Oeste;44;161;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Exterior;0;0;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Nordeste;219;667;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Norte;0;0;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Sudeste;720;1508;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Sul;86;178;0;0;0
