CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Centro-Oeste;1;0;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Exterior;0;0;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Nordeste;10;66;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Norte;8;1;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Sudeste;1731;3946;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Sul;147;268;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Centro-Oeste;6243;5650;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Exterior;0;0;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Nordeste;16766;19835;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Norte;3243;3780;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Sudeste;36864;34703;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Sul;13002;10267;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Centro-Oeste;73;553;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Exterior;0;0;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Nordeste;92;732;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Norte;2;17;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Sudeste;51;147;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Sul;265;368;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Centro-Oeste;5;2;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Exterior;0;0;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Nordeste;0;7;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Norte;0;0;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Sudeste;0;12;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Sul;1252;4526;0;0;0
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Centro-Oeste;0;0;0;0;0
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Exterior;0;0;0;0;0
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Nordeste;0;0;0;0;0
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Norte;0;0;0;0;0
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Sudeste;0;0;0;0;0
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Sul;954;2922;30;237;580
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;3969;2713;0;0;0
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;841;2166;0;0;0
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;100;774;0;0;0
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;1583;3365;0;0;0
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;713;2471;0;0;0
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;Centro-Oeste;0;0;0;0;0
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;Exterior;0;0;0;0;0
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;Nordeste;0;0;0;0;0
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;Norte;0;0;0;0;0
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;Sudeste;586;270;0;0;0
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;Sul;4199;1761;0;0;0
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;Centro-Oeste;38;41;0;0;89
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;Exterior;0;0;0;0;189
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;Nordeste;9;8;0;0;22
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;Norte;0;1;0;0;0
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;Sudeste;126;184;0;1;424
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;Sul;318;494;0;0;866
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;Centro-Oeste;0;0;0;0;0
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;Exterior;0;4;0;0;0
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;Nordeste;149;189;0;0;0
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;Norte;483;401;0;0;0
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;Sudeste;122;271;0;0;0
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;Sul;649;732;0;0;0
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;Centro-Oeste;55;128;0;0;0
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;Exterior;0;0;0;0;0
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;Nordeste;0;0;0;0;0
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;Norte;68;221;0;0;0
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;Sudeste;337;710;0;0;0
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;Sul;244;449;0;0;0
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Centro-Oeste;0;0;0;0;0
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Exterior;0;0;0;0;0
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Nordeste;0;0;0;0;0
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Norte;0;0;0;0;0
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Sudeste;6;4;0;0;0
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Sul;403;484;0;0;0
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Centro-Oeste;0;0;0;0;0
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Exterior;0;0;0;0;0
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Nordeste;0;0;0;0;0
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Norte;0;0;0;0;0
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Sudeste;0;0;0;0;0
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Sul;543;2153;0;0;0
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;Centro-Oeste;0;0;0;0;0
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;Exterior;0;1;0;0;0
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;Nordeste;2;0;0;0;0
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;Norte;0;0;0;0;0
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;Sudeste;6;0;0;0;0
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;Sul;1420;997;0;0;0
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;Centro-Oeste;0;0;0;0;0
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;Exterior;0;0;0;0;1
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;Nordeste;0;0;0;0;0
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;Norte;0;0;0;0;0
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;Sudeste;0;0;0;0;0
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;Sul;0;0;0;0;1361
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Centro-Oeste;0;0;0;0;0
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Exterior;2;1;0;0;0
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Nordeste;3;32;0;0;0
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Norte;397;622;2;2;2
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Sudeste;185;173;0;0;1
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Sul;1556;1971;2;2;22
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;Centro-Oeste;0;0;0;0;0
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;Exterior;0;0;0;0;0
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;Nordeste;0;0;0;0;0
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;Norte;0;0;0;0;0
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;Sudeste;0;0;0;0;0
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;Sul;84;366;0;0;0
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;Centro-Oeste;43;29;0;0;0
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;Exterior;0;0;0;0;0
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;Nordeste;122;428;0;0;0
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;Norte;2;0;0;0;0
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;Sudeste;337;257;0;0;0
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;Sul;780;1969;0;0;0
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;Centro-Oeste;0;0;0;0;0
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;Exterior;0;0;0;0;0
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;Nordeste;0;0;0;0;0
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;Norte;0;0;0;0;0
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;Sudeste;0;0;0;0;0
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;Sul;895;2871;0;0;0
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;Centro-Oeste;0;0;0;0;0
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;Exterior;2604;8583;0;0;0
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;Nordeste;0;7;0;0;0
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;Norte;151;241;0;0;0
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;Sudeste;1054;5309;1;0;0
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;Sul;4902;16653;0;0;0
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;Centro-Oeste;0;0;0;0;0
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;Exterior;588;4894;0;0;0
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;Nordeste;0;0;0;0;0
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;Norte;0;0;0;0;0
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;Sudeste;309;4543;0;0;0
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;Sul;976;8499;0;0;0
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;Centro-Oeste;0;0;0;0;0
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;Exterior;0;30;0;0;0
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;Nordeste;0;1;0;0;0
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;Norte;0;0;0;0;0
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;Sudeste;0;0;0;0;0
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;Sul;1221;1712;0;0;0
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;Centro-Oeste;0;0;0;0;0
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;Exterior;0;0;0;0;0
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;Nordeste;0;0;0;0;0
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;Norte;0;0;0;0;0
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;Sudeste;0;3;0;0;0
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;Sul;174;761;0;0;0
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;Centro-Oeste;0;2;0;0;0
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;Exterior;1;2;0;0;0
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;Nordeste;0;2;0;0;0
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;Norte;0;1;0;0;0
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;Sudeste;0;4;0;0;0
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;Sul;378;3069;0;0;0
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;Centro-Oeste;0;0;0;0;0
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;Exterior;0;0;0;0;0
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;Nordeste;0;0;0;0;0
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;Norte;0;0;0;0;0
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;Sudeste;0;0;0;0;0
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;Sul;25;239;0;0;0
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;Centro-Oeste;0;0;0;0;0
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;Exterior;0;0;0;0;0
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;Nordeste;0;0;0;0;0
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;Norte;0;0;0;0;0
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;Sudeste;2;1;0;0;0
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;Sul;109;691;0;0;0
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;Centro-Oeste;0;0;0;0;0
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;Exterior;0;0;0;0;0
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;Nordeste;0;7;0;0;0
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;Norte;0;0;0;0;0
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;Sudeste;0;0;0;0;0
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;Sul;24;1049;0;0;0
87.043.832/0001-73;2024-12-31;3;140596;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Centro-Oeste;0;0;0;0;0
87.043.832/0001-73;2024-12-31;3;140596;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Exterior;0;0;0;0;0
87.043.832/0001-73;2024-12-31;3;140596;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Nordeste;0;0;0;0;0
87.043.832/0001-73;2024-12-31;3;140596;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Norte;0;0;0;0;0
87.043.832/0001-73;2024-12-31;3;140596;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Sudeste;0;4;0;0;0
87.043.832/0001-73;2024-12-31;3;140596;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Sul;0;0;0;0;0
87.456.562/0001-22;2024-12-31;1;138655;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Centro-Oeste;0;10;0;0;0
87.456.562/0001-22;2024-12-31;1;138655;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Exterior;0;0;0;0;0
87.456.562/0001-22;2024-12-31;1;138655;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Nordeste;6;79;0;0;0
87.456.562/0001-22;2024-12-31;1;138655;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Norte;0;3;0;0;0
87.456.562/0001-22;2024-12-31;1;138655;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Sudeste;0;0;0;0;0
87.456.562/0001-22;2024-12-31;1;138655;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Sul;164;1149;0;0;0
87.762.563/0001-03;2024-12-31;2;139353;CIA HABITASUL DE PARTICIPACOES;Centro-Oeste;0;0;0;0;0
87.762.563/0001-03;2024-12-31;2;139353;CIA HABITASUL DE PARTICIPACOES;Exterior;0;0;0;0;0
87.762.563/0001-03;2024-12-31;2;139353;CIA HABITASUL DE PARTICIPACOES;Nordeste;2;0;0;0;0
87.762.563/0001-03;2024-12-31;2;139353;CIA HABITASUL DE PARTICIPACOES;Norte;0;0;0;0;0
87.762.563/0001-03;2024-12-31;2;139353;CIA HABITASUL DE PARTICIPACOES;Sudeste;0;0;0;0;0
87.762.563/0001-03;2024-12-31;2;139353;CIA HABITASUL DE PARTICIPACOES;Sul;103;137;0;0;0
87.870.952/0001-44;2024-12-31;2;140065;BORRACHAS VIPAL S.A.;Centro-Oeste;0;0;0;0;0
87.870.952/0001-44;2024-12-31;2;140065;BORRACHAS VIPAL S.A.;Exterior;0;0;0;0;0
87.870.952/0001-44;2024-12-31;2;140065;BORRACHAS VIPAL S.A.;Nordeste;90;887;0;0;0
87.870.952/0001-44;2024-12-31;2;140065;BORRACHAS VIPAL S.A.;Norte;0;0;0;0;0
87.870.952/0001-44;2024-12-31;2;140065;BORRACHAS VIPAL S.A.;Sudeste;0;0;0;0;0
87.870.952/0001-44;2024-12-31;2;140065;BORRACHAS VIPAL S.A.;Sul;545;1118;0;0;0
88.610.126/0001-29;2024-12-31;5;141922;FRAS-LE S.A.;Centro-Oeste;0;0;0;0;0
88.610.126/0001-29;2024-12-31;5;141922;FRAS-LE S.A.;Exterior;89;983;0;0;22
88.610.126/0001-29;2024-12-31;5;141922;FRAS-LE S.A.;Nordeste;0;0;0;0;0
88.610.126/0001-29;2024-12-31;5;141922;FRAS-LE S.A.;Norte;0;0;0;0;0
88.610.126/0001-29;2024-12-31;5;141922;FRAS-LE S.A.;Sudeste;249;572;0;0;0
88.610.126/0001-29;2024-12-31;5;141922;FRAS-LE S.A.;Sul;674;2586;0;0;0
88.610.191/0001-54;2024-12-31;2;141694;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Centro-Oeste;0;1;0;0;0
88.610.191/0001-54;2024-12-31;2;141694;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Exterior;0;0;0;0;0
88.610.191/0001-54;2024-12-31;2;141694;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Nordeste;1;0;0;0;0
88.610.191/0001-54;2024-12-31;2;141694;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Norte;0;0;0;0;0
88.610.191/0001-54;2024-12-31;2;141694;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Sudeste;425;193;0;0;0
88.610.191/0001-54;2024-12-31;2;141694;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Sul;586;997;0;0;0
88.611.835/0001-29;2024-12-31;3;141385;MARCOPOLO S.A.;Centro-Oeste;0;0;0;0;0
88.611.835/0001-29;2024-12-31;3;141385;MARCOPOLO S.A.;Exterior;0;0;0;0;0
88.611.835/0001-29;2024-12-31;3;141385;MARCOPOLO S.A.;Nordeste;0;0;0;0;0
88.611.835/0001-29;2024-12-31;3;141385;MARCOPOLO S.A.;Norte;0;0;0;0;0
88.611.835/0001-29;2024-12-31;3;141385;MARCOPOLO S.A.;Sudeste;406;1897;0;0;0
88.611.835/0001-29;2024-12-31;3;141385;MARCOPOLO S.A.;Sul;2012;7256;0;0;0
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;Centro-Oeste;0;0;0;0;0
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;Exterior;0;0;0;0;0
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;Nordeste;0;0;0;0;0
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;Norte;0;0;0;0;0
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;Sudeste;3;0;0;0;0
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;Sul;794;580;0;0;0
89.086.144/0001-16;2024-12-31;3;141604;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Centro-Oeste;0;0;0;0;0
89.086.144/0001-16;2024-12-31;3;141604;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Exterior;129;1294;0;0;0
89.086.144/0001-16;2024-12-31;3;141604;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Nordeste;2;2;0;0;0
89.086.144/0001-16;2024-12-31;3;141604;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Norte;0;0;0;0;0
89.086.144/0001-16;2024-12-31;3;141604;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Sudeste;351;1906;0;0;11
89.086.144/0001-16;2024-12-31;3;141604;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Sul;2646;8638;0;0;478
89.096.457/0001-55;2024-12-31;4;141989;SLC AGRICOLA S.A.;Centro-Oeste;257;2620;0;3;5
89.096.457/0001-55;2024-12-31;4;141989;SLC AGRICOLA S.A.;Exterior;0;0;0;0;0
89.096.457/0001-55;2024-12-31;4;141989;SLC AGRICOLA S.A.;Nordeste;178;2108;1;1;6
89.096.457/0001-55;2024-12-31;4;141989;SLC AGRICOLA S.A.;Norte;0;0;0;0;0
89.096.457/0001-55;2024-12-31;4;141989;SLC AGRICOLA S.A.;Sudeste;0;0;0;0;0
89.096.457/0001-55;2024-12-31;4;141989;SLC AGRICOLA S.A.;Sul;220;358;0;0;0
89.463.822/0001-12;2024-12-31;9;141693;LUPATECH S.A;Centro-Oeste;0;0;0;0;0
89.463.822/0001-12;2024-12-31;9;141693;LUPATECH S.A;Exterior;1;0;0;0;0
89.463.822/0001-12;2024-12-31;9;141693;LUPATECH S.A;Nordeste;0;0;0;0;0
89.463.822/0001-12;2024-12-31;9;141693;LUPATECH S.A;Norte;0;0;0;0;0
89.463.822/0001-12;2024-12-31;9;141693;LUPATECH S.A;Sudeste;20;108;0;0;0
89.463.822/0001-12;2024-12-31;9;141693;LUPATECH S.A;Sul;86;206;0;0;0
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;Centro-Oeste;0;0;0;0;310
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;Exterior;0;0;0;0;161
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;Nordeste;0;0;0;0;1493
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;Norte;0;0;0;0;460
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;Sudeste;0;0;0;0;3979
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;Sul;0;0;0;0;11122
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;Centro-Oeste;0;0;0;0;0
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;Exterior;0;0;0;0;0
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;Nordeste;5601;7541;26;1480;433
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;Norte;0;0;0;0;0
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;Sudeste;28;9;0;0;0
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;Sul;875;804;1;264;27
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;Exterior;0;0;0;0;0
